PwC_RowID,predicted_date,label
53824,2018-12-22,On time
53825,2018-12-22,On time
53826,2018-12-22,On time
53827,2018-12-22,On time
53828,2018-12-22,On time
53829,2018-12-22,On time
53830,2018-12-22,On time
53831,2018-12-22,On time
53832,2018-12-22,On time
53833,2018-12-22,On time
53834,2018-12-22,On time
53835,2018-12-22,On time
53836,2018-12-22,On time
53837,2018-12-22,On time
53838,2018-12-22,On time
53839,2018-12-22,On time
53840,2018-12-22,On time
53841,2018-12-22,On time
53842,2018-12-22,On time
53843,2018-12-22,On time
53844,2018-12-22,On time
53845,2018-12-22,On time
53846,2018-12-22,On time
53847,2018-12-28,On time
53848,2018-12-28,On time
53849,2018-12-28,On time
53850,2018-12-28,On time
53851,2018-12-28,On time
53852,2018-12-28,On time
53853,2019-01-12,Late
53854,2019-01-12,Late
53855,2019-01-12,Late
53856,2019-01-12,Late
53857,2019-01-12,Late
53858,2019-01-12,Late
53859,2019-01-12,Late
53860,2019-01-12,Late
53861,2019-01-12,Late
53862,2019-01-12,Late
53863,2019-01-12,Late
53864,2019-01-12,Late
53865,2019-01-12,Late
53866,2019-01-12,Late
53867,2019-01-12,Late
53868,2019-01-12,Late
53869,2019-01-12,Late
53870,2019-01-12,Late
53871,2019-01-12,Late
53872,2019-01-12,Late
53873,2019-01-12,Late
53874,2019-01-12,Late
53875,2019-01-12,Late
53876,2019-01-12,Late
53877,2019-01-12,Late
53878,2019-01-12,Late
53879,2019-01-12,Late
53880,2019-01-12,Late
53881,2019-01-18,On time
53882,2019-01-18,On time
53883,2019-01-18,On time
53884,2019-01-11,Early
53885,2019-01-19,Early
53886,2019-01-19,Early
53887,2019-01-12,Late
53888,2019-01-12,Late
53889,2019-01-12,Late
53890,2019-01-23,Late
53943,2018-12-01,On time
53944,2019-01-13,Late
53945,2018-12-08,On time
53946,2018-11-08,On time
53947,2018-11-03,On time
53948,2018-11-03,On time
53949,2018-11-03,On time
53950,2018-11-08,On time
53951,2018-11-08,On time
53952,2018-11-08,On time
53953,2018-11-08,On time
53954,2018-11-08,On time
53955,2018-11-02,On time
53956,2018-12-01,On time
53957,2018-11-22,On time
53958,2018-11-22,On time
53959,2018-11-22,On time
53960,2018-11-22,On time
53961,2018-11-22,On time
53962,2018-12-01,On time
53992,2018-11-02,On time
53993,2018-11-02,On time
53994,2018-11-02,On time
53995,2018-11-08,On time
53996,2018-11-03,On time
54027,2018-11-02,On time
54028,2018-11-02,On time
54031,2018-11-02,On time
54032,2018-11-02,On time
54033,2018-11-02,On time
54034,2018-11-22,On time
54035,2018-11-22,On time
54036,2018-12-01,On time
54037,2018-12-01,On time
54038,2018-12-01,On time
54039,2018-12-15,On time
54040,2018-12-08,On time
54041,2018-12-30,Late
54042,2018-12-08,On time
54043,2018-12-08,On time
54044,2018-12-08,On time
54045,2018-12-08,On time
54046,2018-12-08,On time
54047,2018-12-08,On time
54048,2018-12-08,On time
54049,2018-12-08,On time
54050,2018-12-08,On time
54051,2018-12-08,On time
54052,2018-12-08,On time
54053,2018-12-08,On time
54054,2018-12-08,On time
54055,2018-12-08,On time
54056,2018-12-08,On time
54057,2018-12-08,On time
54058,2018-12-08,On time
54059,2018-12-28,On time
54060,2018-12-28,On time
54061,2019-01-02,Late
54062,2018-12-08,On time
54063,2018-12-08,On time
54064,2018-12-08,On time
54065,2018-12-15,On time
54066,2018-12-15,On time
54067,2018-12-15,On time
54068,2018-12-15,On time
54069,2018-12-15,On time
54070,2019-01-02,Late
54071,2019-01-02,Late
54072,2019-01-02,Late
54073,2019-01-02,Late
54074,2019-01-02,Late
54075,2019-01-02,Late
54076,2019-01-02,Late
54077,2019-01-02,Late
54078,2019-01-02,Late
54079,2019-01-02,Late
54080,2018-12-08,On time
54081,2019-01-02,Late
54082,2019-01-02,Late
54083,2019-01-02,Late
54084,2018-12-31,Late
54085,2019-01-02,Late
54086,2019-01-02,Late
54087,2019-01-02,Late
54088,2019-01-02,Late
54089,2019-01-02,Late
54090,2019-01-02,Late
54091,2019-01-02,Late
54092,2018-12-31,Late
54093,2019-01-22,Late
54094,2019-01-22,Late
54095,2019-01-22,Late
54387,2018-10-12,On time
54696,2019-01-12,Late
54715,2018-11-22,On time
54716,2018-12-08,On time
55135,2018-10-21,Late
55136,2018-10-13,Late
55137,2018-10-13,Late
55138,2018-09-27,Late
55230,2018-10-21,Late
55231,2018-10-22,Late
55232,2018-10-22,Late
55234,2018-10-21,Late
55253,2018-10-29,Late
55270,2019-01-11,Late
55271,2019-01-11,Late
55272,2019-01-11,Late
55273,2018-12-31,Late
55274,2018-12-31,Late
55275,2019-01-11,Late
55276,2018-12-31,Late
55277,2018-12-19,Late
55278,2018-12-19,Late
55279,2018-12-19,Late
55280,2018-12-19,Late
55281,2018-12-19,Late
55283,2018-10-21,Late
55285,2018-11-04,Late
55286,2018-11-04,Late
55288,2018-10-29,Late
55289,2018-11-24,Late
55290,2018-11-24,Late
55291,2018-11-24,Late
55292,2018-11-24,Late
55293,2018-12-06,Late
55294,2018-11-15,Late
55295,2018-11-09,Late
55296,2018-10-29,Late
55297,2018-10-29,Late
55298,2018-11-18,Late
55299,2018-11-02,Late
55300,2018-12-19,Late
55301,2018-12-09,Late
55302,2018-12-09,Late
55303,2018-12-06,Late
55304,2018-12-06,Late
55305,2018-12-19,Late
55306,2018-12-06,Late
55307,2018-11-23,Late
55308,2018-11-24,Late
55309,2018-11-24,Late
55310,2019-01-12,Late
55311,2019-01-12,Late
55313,2019-01-12,Late
55314,2019-01-12,Late
55315,2019-02-01,On time
55316,2019-01-12,Late
55317,2019-01-12,Late
55318,2019-01-12,Late
55319,2019-01-12,Late
55320,2019-02-02,Early
55321,2019-02-02,Early
55322,2019-01-12,Late
55323,2019-01-12,Late
55324,2019-01-27,Late
55351,2018-11-02,On time
55352,2018-12-01,On time
55353,2018-12-29,On time
55362,2019-01-25,Late
55363,2019-01-25,Late
55364,2019-01-25,Late
55365,2018-12-08,On time
55366,2018-12-08,On time
55388,2019-01-12,Late
55389,2019-01-12,Late
55393,2018-11-24,Late
55394,2018-10-07,Late
55404,2019-01-27,Late
55410,2018-11-22,On time
55421,2018-12-31,Early
55428,2018-10-22,Late
55429,2018-10-22,Late
55430,2018-10-30,Late
55431,2018-11-03,Late
55433,2018-10-24,On time
55434,2018-11-19,On time
55448,2018-10-03,On time
55452,2018-12-01,On time
55454,2018-11-01,On time
55465,2018-11-01,On time
55468,2018-12-01,On time
55472,2018-10-03,On time
55496,2018-11-01,On time
55498,2018-12-01,On time
55500,2018-10-03,On time
55524,2018-11-01,On time
55526,2018-12-01,On time
55528,2018-10-03,On time
55569,2018-10-03,On time
55571,2018-12-01,On time
55573,2018-11-01,On time
55584,2018-10-19,On time
55585,2018-10-19,On time
55586,2018-10-27,On time
55587,2018-10-19,On time
55588,2018-10-19,On time
55589,2018-10-19,On time
55590,2018-10-27,On time
55591,2018-10-27,On time
55592,2018-10-27,On time
55593,2018-10-27,On time
55594,2018-10-27,On time
55595,2018-10-24,On time
55596,2018-10-24,On time
55597,2018-10-27,On time
55598,2018-10-27,On time
55599,2018-11-02,On time
55600,2018-11-02,On time
55603,2018-10-27,On time
55605,2018-10-19,On time
55606,2018-10-19,On time
55759,2019-01-05,Late
55760,2019-01-01,Late
55761,2019-01-01,Late
55765,2018-11-08,On time
55766,2018-11-08,On time
55767,2018-11-10,On time
55768,2018-11-23,On time
55769,2018-12-22,On time
55770,2018-12-22,On time
55771,2018-12-22,On time
55772,2018-12-21,Late
55774,2018-11-29,On time
55775,2018-11-29,On time
55776,2018-11-29,On time
55777,2018-12-27,On time
55778,2018-12-13,On time
55781,2018-12-27,On time
55783,2018-12-29,Late
55789,2019-01-01,Late
55791,2018-12-22,On time
55792,2018-12-22,On time
55793,2018-12-21,Late
55794,2019-01-11,Late
55795,2018-12-22,On time
55796,2019-01-14,Late
55797,2019-01-14,Late
55798,2019-01-23,On time
55800,2019-01-19,On time
55827,2019-01-13,Late
55828,2019-01-13,Late
55829,2018-11-01,On time
55884,2019-01-20,Early
55885,2019-01-20,Early
55886,2019-01-20,Early
55887,2019-01-20,Early
55888,2019-01-20,Early
55889,2019-01-20,Early
55890,2019-01-20,Early
55892,2018-12-15,On time
55893,2018-12-15,On time
55894,2019-01-16,On time
55895,2019-01-16,On time
55896,2019-01-16,On time
55897,2019-01-10,On time
55898,2019-01-10,On time
55899,2019-01-09,On time
55900,2019-01-10,On time
55901,2019-01-09,On time
55902,2019-01-14,Early
55903,2019-01-12,Early
55904,2019-01-12,Early
55905,2018-12-21,On time
55906,2018-12-21,On time
55907,2018-12-21,On time
55908,2018-12-21,On time
55909,2018-12-21,On time
55910,2018-12-21,On time
55911,2018-12-21,On time
55912,2018-12-21,On time
55913,2018-12-21,On time
55914,2018-12-21,On time
55915,2018-12-15,On time
55916,2018-12-15,On time
55917,2018-12-15,On time
55918,2018-12-15,On time
55919,2018-12-15,On time
55920,2018-12-15,On time
55921,2018-12-18,On time
55922,2018-12-18,On time
55948,2018-12-29,On time
55949,2018-12-29,On time
55950,2018-12-29,On time
55951,2018-12-29,On time
55952,2018-12-29,On time
55953,2018-12-29,On time
55954,2018-12-29,On time
55955,2018-12-29,On time
55956,2018-12-29,On time
55957,2018-12-29,On time
55958,2018-12-29,On time
55959,2018-12-29,On time
55960,2018-12-29,On time
55961,2018-12-29,On time
55962,2018-12-29,On time
55963,2018-12-29,On time
55964,2018-12-29,On time
55965,2018-12-29,On time
55966,2018-12-29,On time
55967,2018-12-29,On time
55968,2018-12-29,On time
55969,2018-12-29,On time
55970,2018-12-29,On time
55971,2018-12-29,On time
55972,2018-12-29,On time
55973,2018-12-29,On time
55974,2018-12-29,On time
55975,2018-12-29,On time
55976,2018-12-29,On time
55977,2018-12-29,On time
55978,2018-12-29,On time
55979,2018-12-29,On time
55980,2018-12-29,On time
55981,2018-12-29,On time
55982,2018-12-29,On time
55983,2018-12-29,On time
55984,2018-12-29,On time
55985,2018-12-29,On time
55986,2018-12-29,On time
55987,2018-12-29,On time
55988,2018-12-29,On time
55989,2018-12-29,On time
55990,2018-12-29,On time
55991,2018-12-29,On time
55992,2018-12-29,On time
55993,2018-12-29,On time
55994,2018-12-29,On time
55995,2018-12-29,On time
55996,2018-12-29,On time
55997,2018-12-29,On time
55998,2018-12-29,On time
55999,2018-12-29,On time
56000,2018-12-29,On time
56001,2018-12-29,On time
56002,2019-01-03,On time
56003,2019-01-03,On time
56004,2019-01-03,On time
56005,2019-01-03,On time
56006,2019-01-03,On time
56007,2019-01-03,On time
56008,2019-01-13,Late
56009,2019-01-13,Late
56010,2019-01-13,Late
56011,2019-01-25,Early
56012,2019-01-28,Early
56013,2019-01-28,Early
56014,2019-01-28,Early
56015,2019-01-28,Early
56016,2019-01-28,Early
56017,2019-01-28,Early
56018,2019-01-28,Early
56019,2019-01-28,Early
56020,2019-01-28,Early
56021,2019-01-28,Early
56022,2019-01-28,Early
56023,2019-01-28,Early
56024,2019-01-28,Early
56025,2019-01-28,Early
56026,2019-01-28,Early
56027,2019-01-28,Early
56028,2019-01-28,Early
56029,2019-01-28,Early
56030,2019-01-28,Early
56031,2019-01-28,Early
56032,2019-01-28,Early
56033,2019-01-28,Early
56034,2019-01-28,Early
56035,2019-01-28,Early
56036,2019-01-28,Early
56037,2019-01-28,Early
56038,2019-01-28,Early
56039,2019-01-28,Early
56040,2019-01-28,Early
56041,2019-01-28,Early
56042,2019-01-28,Early
56043,2019-01-28,Early
56044,2019-01-28,Early
56045,2019-01-28,Early
56046,2019-01-28,Early
56047,2019-01-28,Early
56048,2019-01-28,Early
56049,2019-01-28,Early
56050,2019-01-28,Early
56051,2019-01-28,Early
56052,2019-01-28,Early
56053,2019-01-28,Early
56054,2019-01-28,Early
56055,2019-01-28,Early
56056,2019-01-28,Early
56057,2019-01-28,Early
56058,2019-01-28,Early
56059,2019-01-28,Early
56060,2019-01-28,Early
56061,2019-01-28,Early
56062,2019-01-28,Early
56063,2019-01-28,Early
56064,2019-01-28,Early
56065,2019-01-28,Early
56066,2019-01-28,Early
56067,2019-01-28,Early
56068,2019-01-28,Early
56069,2019-01-28,Early
56070,2019-01-28,Early
56071,2019-01-28,Early
56072,2019-01-28,Early
56073,2019-01-28,Early
56074,2019-01-28,Early
56075,2019-01-28,Early
56076,2019-01-28,Early
56077,2019-01-28,Early
56078,2019-01-28,Early
56079,2019-01-28,Early
56080,2019-01-28,Early
56081,2019-01-28,Early
56082,2019-01-28,Early
56083,2019-01-28,Early
56084,2019-01-28,Early
56085,2019-01-28,Early
56086,2019-01-28,Early
56087,2019-01-28,Early
56088,2019-01-26,Early
56089,2019-01-28,Early
56090,2019-01-28,Early
56091,2019-01-28,Early
56092,2019-01-28,Early
56093,2019-01-28,Early
56094,2019-01-28,Early
56095,2019-01-26,Early
56096,2019-01-28,Early
56097,2019-01-28,Early
56098,2019-01-26,Early
56099,2019-01-26,Early
56100,2019-01-01,Early
56101,2019-01-26,Early
56487,2018-11-16,On time
56488,2018-12-11,On time
56489,2018-12-11,On time
56490,2018-12-11,On time
56491,2018-12-11,On time
56492,2018-12-11,On time
56493,2018-12-11,On time
56494,2018-12-11,On time
56495,2018-12-11,On time
56496,2018-12-11,On time
56497,2018-12-28,On time
56498,2018-12-28,On time
56499,2018-12-28,On time
56500,2018-12-28,On time
56501,2018-12-28,On time
56502,2018-12-28,On time
56503,2018-12-28,On time
56504,2018-12-28,On time
56505,2018-12-28,On time
56506,2018-12-28,On time
56507,2018-12-28,On time
56508,2018-12-28,On time
56509,2018-12-28,On time
56510,2018-12-28,On time
56511,2018-12-28,On time
56512,2018-12-28,On time
56513,2018-12-28,On time
56514,2018-12-28,On time
56515,2018-12-28,On time
56516,2018-12-28,On time
56517,2018-12-28,On time
56518,2018-12-28,On time
56519,2018-12-28,On time
56520,2018-12-28,On time
56521,2018-12-28,On time
56522,2018-12-28,On time
56523,2018-12-28,On time
56524,2018-12-28,On time
56525,2018-12-28,On time
56526,2018-12-28,On time
56527,2018-12-28,On time
56528,2018-12-28,On time
56529,2018-12-28,On time
56530,2018-12-28,On time
56531,2018-12-28,On time
56532,2018-12-28,On time
56533,2018-12-28,On time
56534,2018-12-28,On time
56535,2018-12-28,On time
56536,2018-12-28,On time
56537,2018-12-28,On time
56538,2018-12-28,On time
56539,2018-12-28,On time
56540,2018-12-28,On time
56541,2018-12-28,On time
56542,2018-12-28,On time
56543,2018-12-28,On time
56544,2018-12-28,On time
56545,2018-12-28,On time
56546,2018-12-28,On time
56547,2018-12-11,On time
56548,2018-12-11,On time
56549,2018-11-16,On time
56550,2018-12-11,On time
56551,2018-12-11,On time
56552,2018-12-11,On time
56553,2018-12-11,On time
56554,2018-12-11,On time
56555,2018-12-11,On time
56556,2018-12-11,On time
56557,2018-12-28,On time
56558,2018-12-28,On time
56559,2018-12-28,On time
56560,2018-12-28,On time
56561,2018-12-28,On time
56562,2018-12-28,On time
56563,2018-12-28,On time
56564,2018-12-28,On time
56565,2018-12-28,On time
56566,2018-12-28,On time
56567,2018-12-28,On time
56568,2018-12-28,On time
56569,2018-12-28,On time
56570,2018-12-28,On time
56571,2018-12-28,On time
56572,2018-12-28,On time
56573,2018-12-28,On time
56574,2018-12-28,On time
56575,2018-12-28,On time
56576,2018-12-28,On time
56577,2018-12-11,On time
56578,2018-12-11,On time
56579,2018-12-11,On time
56580,2018-12-11,On time
56581,2018-12-11,On time
56582,2018-12-11,On time
56583,2018-11-16,On time
56584,2018-12-11,On time
56585,2018-12-11,On time
56586,2018-12-11,On time
56587,2018-12-23,On time
56588,2018-12-23,On time
56589,2019-01-19,On time
56590,2018-12-23,On time
56591,2018-12-23,On time
56592,2019-01-19,On time
56593,2018-12-23,On time
56594,2018-12-23,On time
56595,2018-12-23,On time
56596,2018-12-23,On time
56597,2018-12-25,Early
56598,2018-12-25,Early
56599,2019-01-21,Early
56600,2018-12-25,Early
56601,2019-01-21,Early
56602,2018-12-25,Early
56603,2018-12-25,Early
56604,2018-12-25,Early
56605,2018-12-25,Early
56606,2018-12-25,Early
56607,2018-12-25,Early
56608,2018-12-25,Early
56609,2019-01-21,Early
56610,2019-01-21,Early
56611,2018-12-25,Early
56612,2018-12-25,Early
56613,2018-12-25,Early
56614,2018-12-25,Early
56615,2018-12-25,Early
56616,2018-12-25,Early
56617,2018-12-25,Early
56618,2019-01-21,Early
56619,2018-12-25,Early
56620,2019-01-21,Early
56621,2018-12-25,Early
56622,2018-12-25,Early
56623,2018-12-25,Early
56624,2018-12-25,Early
56625,2018-12-25,Early
56626,2018-12-25,Early
56627,2018-12-25,Early
56628,2019-01-21,Early
56629,2019-01-21,Early
56630,2018-12-25,Early
56631,2018-12-25,Early
56632,2018-12-25,Early
56633,2018-12-25,Early
56634,2018-12-25,Early
56635,2018-12-25,Early
56636,2018-12-25,Early
56637,2019-01-21,Early
56638,2018-12-25,Early
56639,2019-01-21,Early
56640,2018-12-25,Early
56641,2018-12-25,Early
56642,2018-12-25,Early
56643,2018-12-25,Early
56644,2018-12-25,Early
56645,2018-12-25,Early
56646,2018-12-25,Early
56647,2019-01-21,Early
56648,2019-01-21,Early
56649,2018-12-25,Early
56650,2018-12-25,Early
56651,2018-12-25,Early
56652,2018-12-25,Early
56653,2018-12-25,Early
56654,2018-12-25,Early
56655,2018-12-25,Early
56656,2019-01-21,Early
56657,2018-12-25,Early
56658,2019-01-21,Early
56659,2018-12-25,Early
56660,2018-12-25,Early
56661,2018-12-25,Early
56662,2018-12-25,Early
56663,2018-12-25,Early
56664,2018-12-25,Early
56665,2018-12-25,Early
56666,2019-01-21,Early
56667,2019-01-21,Early
56668,2018-12-25,Early
56669,2018-12-25,Early
56670,2018-12-25,Early
56671,2018-12-25,Early
56672,2018-12-25,Early
56673,2018-12-25,Early
56674,2018-12-25,Early
56675,2019-01-21,Early
56676,2018-12-25,Early
56677,2019-01-21,Early
56678,2018-12-25,Early
56679,2018-12-25,Early
56680,2018-12-25,Early
56681,2018-12-25,Early
56682,2018-12-25,Early
56683,2018-12-25,Early
56684,2018-12-25,Early
56685,2019-01-21,Early
56686,2019-01-21,Early
56687,2018-12-25,Early
56688,2018-12-25,Early
56689,2018-12-25,Early
56690,2018-12-25,Early
56691,2018-12-25,Early
56692,2018-12-25,Early
56693,2019-01-21,Early
56694,2018-12-25,Early
56695,2019-01-21,Early
56696,2018-12-25,Early
56697,2018-12-25,Early
56698,2018-12-25,Early
56699,2018-12-25,Early
56700,2018-12-25,Early
56701,2018-12-25,Early
56702,2018-12-25,Early
56703,2019-01-21,Early
56704,2019-01-21,Early
56705,2018-12-25,Early
56706,2018-12-25,Early
56707,2018-12-25,Early
56708,2018-12-25,Early
56709,2018-12-25,Early
56710,2018-12-25,Early
56711,2018-12-25,Early
56712,2019-01-21,Early
56713,2018-12-25,Early
56714,2019-01-21,Early
56715,2018-12-25,Early
56716,2018-12-25,Early
56717,2018-12-25,Early
56718,2018-12-25,Early
56719,2018-12-25,Early
56720,2018-12-25,Early
56721,2018-12-25,Early
56722,2019-01-21,Early
56723,2019-01-21,Early
56724,2018-12-25,Early
56725,2018-12-25,Early
56726,2018-12-25,Early
56727,2018-12-25,Early
56728,2018-12-25,Early
56729,2018-12-25,Early
58013,2019-01-25,Early
58014,2019-01-25,Early
58035,2019-01-13,Late
59423,2018-11-07,On time
59424,2018-11-07,On time
59425,2018-11-07,On time
59426,2018-11-07,On time
59427,2018-11-07,On time
59428,2018-11-07,On time
59429,2018-11-07,On time
59534,2018-12-27,On time
59535,2018-12-27,On time
59536,2018-12-22,On time
59537,2018-12-22,On time
59538,2018-12-22,On time
59539,2018-12-22,On time
59540,2018-12-22,On time
59541,2018-12-29,On time
59542,2018-12-29,On time
59543,2018-12-29,On time
59544,2018-12-29,On time
59545,2018-12-29,On time
59546,2018-12-29,On time
59547,2018-12-29,On time
59548,2018-12-29,On time
59549,2018-12-29,On time
59550,2018-12-29,On time
59551,2018-12-29,On time
59552,2018-12-29,On time
59553,2018-12-29,On time
59554,2018-12-29,On time
59555,2018-12-29,On time
59556,2018-12-29,On time
59557,2018-12-29,On time
59558,2018-12-29,On time
59559,2018-12-29,On time
59560,2018-12-29,On time
59561,2018-12-29,On time
59562,2018-12-29,On time
59563,2018-12-29,On time
59564,2018-12-29,On time
59565,2018-12-29,On time
59566,2018-12-29,On time
59567,2018-12-29,On time
59568,2018-12-29,On time
59569,2018-12-29,On time
59570,2018-12-29,On time
59571,2018-12-29,On time
59572,2018-12-29,On time
59573,2018-12-29,On time
59574,2018-12-29,On time
59575,2018-12-29,On time
59576,2018-12-29,On time
59577,2018-12-29,On time
59578,2018-12-29,On time
59579,2018-12-29,On time
59580,2018-12-29,On time
59581,2018-12-29,On time
59582,2018-12-29,On time
59583,2018-12-29,On time
59584,2018-12-29,On time
59585,2018-12-29,On time
59586,2018-12-29,On time
59587,2018-12-29,On time
59588,2018-12-29,On time
59589,2018-12-29,On time
59590,2018-12-29,On time
59591,2018-12-29,On time
59592,2018-12-29,On time
59593,2018-12-29,On time
59594,2018-12-29,On time
59595,2018-12-29,On time
59596,2018-12-29,On time
59597,2018-12-29,On time
59598,2018-12-29,On time
59599,2018-12-29,On time
59600,2018-12-29,On time
59601,2018-12-29,On time
59602,2018-12-29,On time
59603,2018-12-29,On time
59604,2018-12-29,On time
59605,2018-12-29,On time
59606,2018-12-29,On time
59607,2018-12-29,On time
59608,2018-12-29,On time
59609,2018-12-29,On time
59610,2018-12-29,On time
59611,2018-12-29,On time
59612,2018-12-29,On time
59613,2018-12-29,On time
59614,2018-12-29,On time
59615,2018-12-29,On time
59616,2018-12-29,On time
59617,2018-12-29,On time
59618,2018-12-29,On time
59619,2018-12-29,On time
59620,2018-12-29,On time
59621,2018-12-29,On time
59622,2018-12-29,On time
59623,2018-12-29,On time
59624,2018-12-29,On time
59625,2018-12-29,On time
59626,2018-12-29,On time
59627,2018-12-29,On time
59628,2018-12-29,On time
59629,2018-12-29,On time
59630,2018-12-29,On time
59631,2018-12-29,On time
59632,2018-12-29,On time
59633,2018-12-29,On time
59634,2018-12-29,On time
59635,2018-12-29,On time
59636,2018-12-29,On time
59637,2018-12-29,On time
59638,2018-12-29,On time
59639,2019-01-03,On time
59640,2018-12-06,On time
59641,2018-12-06,On time
59642,2018-12-05,On time
59643,2018-12-05,On time
59644,2018-12-05,On time
59645,2018-12-05,On time
59646,2018-12-05,On time
59647,2018-12-05,On time
59648,2018-12-05,On time
59649,2018-12-05,On time
59650,2018-12-05,On time
59651,2018-12-11,On time
59652,2018-12-11,On time
59653,2018-12-11,On time
59654,2018-12-11,On time
59655,2018-12-11,On time
59656,2018-12-11,On time
59657,2018-12-11,On time
59658,2018-12-11,On time
59659,2018-12-11,On time
59660,2018-12-11,On time
59661,2018-12-11,On time
59662,2018-12-11,On time
59663,2018-12-11,On time
59664,2018-12-11,On time
59665,2018-12-08,On time
59666,2018-12-08,On time
59667,2018-12-08,On time
59668,2018-12-08,On time
59669,2018-12-08,On time
59670,2018-12-08,On time
59671,2018-12-08,On time
59672,2018-12-08,On time
59673,2018-12-08,On time
59674,2018-12-08,On time
59675,2018-12-08,On time
59676,2018-12-08,On time
59677,2018-12-08,On time
59678,2018-12-08,On time
59679,2018-12-08,On time
59680,2018-12-08,On time
59681,2018-12-08,On time
59682,2018-12-08,On time
59683,2018-12-08,On time
59684,2018-12-08,On time
59685,2018-12-08,On time
59686,2018-12-08,On time
59687,2018-12-08,On time
59688,2018-12-08,On time
59689,2018-12-08,On time
59690,2018-12-08,On time
59691,2018-12-08,On time
59692,2018-12-08,On time
59693,2018-12-08,On time
59694,2018-12-08,On time
59695,2018-12-08,On time
59696,2018-12-08,On time
59697,2018-12-08,On time
59698,2018-12-08,On time
59699,2018-12-08,On time
59700,2018-12-08,On time
59701,2018-12-08,On time
59702,2018-12-08,On time
59703,2018-12-08,On time
59704,2018-12-08,On time
59705,2018-12-21,On time
59706,2018-12-08,On time
59707,2018-12-08,On time
59708,2018-12-08,On time
59709,2018-12-08,On time
59710,2018-12-08,On time
59711,2018-12-08,On time
59712,2018-12-08,On time
59713,2018-12-08,On time
59714,2018-12-08,On time
59715,2018-12-08,On time
59716,2018-12-08,On time
59717,2018-12-08,On time
59718,2018-12-08,On time
59719,2018-12-08,On time
59720,2018-12-08,On time
59721,2018-12-08,On time
59722,2018-12-08,On time
59723,2018-12-08,On time
59724,2018-12-08,On time
59725,2018-12-08,On time
59726,2018-12-08,On time
59727,2018-12-08,On time
59728,2018-12-08,On time
59729,2018-12-08,On time
59730,2018-12-08,On time
59731,2018-12-08,On time
59732,2018-12-08,On time
59733,2018-12-08,On time
59734,2018-12-08,On time
59735,2018-12-08,On time
59736,2018-12-08,On time
59737,2018-12-11,On time
59738,2018-11-24,On time
59739,2018-11-24,On time
59740,2018-11-24,On time
59741,2018-11-24,On time
59742,2018-11-24,On time
59743,2018-11-24,On time
59744,2018-11-29,On time
59745,2018-11-29,On time
59746,2018-11-29,On time
59747,2018-11-29,On time
59748,2018-11-29,On time
59749,2018-11-29,On time
59750,2018-11-29,On time
59751,2018-11-29,On time
59752,2018-11-29,On time
59753,2018-11-29,On time
59754,2018-11-29,On time
59755,2018-11-29,On time
59756,2018-11-29,On time
59757,2018-11-29,On time
59758,2018-11-29,On time
59759,2018-11-29,On time
59760,2018-11-29,On time
59761,2018-11-29,On time
59762,2018-11-29,On time
59763,2018-11-29,On time
59764,2018-11-29,On time
59765,2018-11-29,On time
59766,2018-11-29,On time
59767,2018-11-29,On time
59768,2018-11-29,On time
59769,2018-11-29,On time
59770,2018-11-29,On time
59771,2018-11-29,On time
59772,2018-11-29,On time
59773,2018-11-29,On time
59774,2018-11-29,On time
59775,2018-11-29,On time
59776,2018-11-29,On time
59777,2018-11-29,On time
59778,2018-11-29,On time
59779,2018-11-29,On time
59780,2018-11-29,On time
59781,2018-11-29,On time
59782,2018-11-29,On time
59783,2018-11-29,On time
59784,2018-11-29,On time
59785,2018-11-29,On time
59786,2018-11-29,On time
59787,2018-11-29,On time
59788,2018-11-29,On time
59789,2018-11-29,On time
59790,2018-11-29,On time
59791,2018-11-29,On time
59792,2018-11-29,On time
59793,2018-11-29,On time
59794,2018-11-29,On time
59795,2018-11-29,On time
59796,2018-11-29,On time
59797,2018-11-29,On time
59798,2018-11-29,On time
59799,2018-11-29,On time
59800,2018-11-29,On time
59801,2018-11-29,On time
59802,2018-11-29,On time
59803,2018-11-29,On time
59804,2018-11-29,On time
59805,2018-11-29,On time
59806,2018-11-29,On time
59807,2018-11-29,On time
59808,2018-11-29,On time
59809,2018-12-01,On time
59810,2018-12-01,On time
59811,2018-12-01,On time
59812,2018-12-01,On time
59813,2018-12-01,On time
59814,2018-12-01,On time
59815,2018-12-01,On time
59816,2018-12-01,On time
59817,2018-12-01,On time
59818,2018-12-01,On time
59819,2018-12-01,On time
59820,2018-12-01,On time
59821,2018-12-01,On time
59822,2018-12-01,On time
59823,2018-12-01,On time
59824,2018-12-01,On time
59825,2018-12-01,On time
59826,2018-12-01,On time
59827,2018-11-09,On time
59828,2018-11-08,On time
59829,2018-11-08,On time
59830,2018-11-08,On time
59831,2018-11-08,On time
59832,2018-11-08,On time
59833,2018-11-08,On time
59834,2018-11-08,On time
59835,2018-11-08,On time
59836,2018-11-08,On time
59837,2018-11-08,On time
59838,2018-11-08,On time
59839,2018-11-08,On time
59840,2018-11-08,On time
59841,2018-11-08,On time
59842,2018-11-08,On time
59843,2018-11-08,On time
59844,2018-11-08,On time
59845,2018-11-08,On time
59846,2018-11-08,On time
59847,2018-11-08,On time
59848,2018-11-08,On time
59849,2018-11-08,On time
59850,2018-11-08,On time
59851,2018-11-08,On time
59852,2018-11-08,On time
59853,2018-11-08,On time
